"Christie_murder_is_announced" "Christie_murder_of_rodger_ackroyd" "Christie_the_ABC_murders" "Francis_dead_cert" "Francis_odds_against" "M.Westmacott_giants_bread" "Stout_black_orchids" "Stout_right_to_die" "Stout_the_silent_speaker"
"ault" 0 0 0 0 0 0 0 0.0504116955133591 0
"b" 0.00352174678640606 0 0.0578346699568168 0 0.00363923090920119 0.00187636622916061 0.00346927093271349 0.00560129950148434 0.00132292631300437
"bother" 0 0 0 0.00343041405097595 0.00363923090920119 0.00375273245832122 0.0104078127981405 0.00373419966765623 0.0119063368170393
"brandy" 0 0 0 0.00686082810195191 0.0254746163644083 0 0 0 0
"brave" 0.0176087339320303 0.00411709004075919 0.00385564466378779 0.00457388540130127 0.00363923090920119 0.0112581973749636 0.00173463546635675 0 0
"break" 0.00352174678640606 0.00411709004075919 0 0.00457388540130127 0.00485230787893492 0.00281454934374091 0.00520390639907024 0.00186709983382811 0.0132292631300437
"clean" 0.0105652403592182 0 0.0115669339913634 0.00457388540130127 0.00242615393946746 0.000938183114580304 0.00693854186542698 0.00933549916914057 0.00661463156502183
"comfortable" 0 0 0 0.00228694270065064 0.00606538484866865 0.00750546491664243 0.00520390639907024 0.00746839933531246 0.00661463156502183
"dagger" 0 0.0988101609782206 0 0 0 0 0.00520390639907024 0 0
"danger" 0.00704349357281212 0.00411709004075919 0 0.0125781848535785 0.00485230787893492 0.00375273245832122 0.00520390639907024 0 0.00264585262600873
"difficulty" 0 0.00411709004075919 0 0.00571735675162659 0.00363923090920119 0.00844364803122273 0.00173463546635675 0 0.0105834105040349
"dunstable" 0 0 0 0 0.0327530781828107 0 0 0 0
"easier" 0.00352174678640606 0 0.00771128932757557 0.00686082810195191 0.013343846667071 0.00469091557290152 0.00173463546635675 0.00186709983382811 0
"experience" 0.00352174678640606 0.00823418008151838 0.0115669339913634 0.00343041405097595 0.00242615393946746 0.00656728180206213 0.00520390639907024 0.00746839933531246 0.00264585262600873
"fancy" 0 0 0 0.00457388540130127 0.00485230787893492 0.00844364803122273 0.00520390639907024 0.00933549916914057 0.00264585262600873
"folded" 0.00352174678640606 0.00411709004075919 0 0.00686082810195191 0.00849153878813611 0.000938183114580304 0.0121424482644972 0 0.00529170525201746
"grow" 0.00352174678640606 0.0123512701222776 0.00385564466378779 0.00800429945227722 0.00121307696973373 0.0131345636041243 0 0 0
"growing" 0 0.00823418008151838 0 0.0160085989045544 0.00727846181840238 0.00281454934374091 0.00173463546635675 0 0.00132292631300437
"handkerchief" 0 0 0 0.00686082810195191 0.00363923090920119 0.00375273245832122 0.0121424482644972 0.00373419966765623 0.00661463156502183
"hoped" 0.00704349357281212 0.0123512701222776 0 0.0102912421529279 0.00485230787893492 0.00656728180206213 0.00173463546635675 0 0.00132292631300437
"innkeeper" 0 0 0 0.0308737264587836 0 0 0 0 0
"lewis" 0 0 0 0 0 0.000938183114580304 0.0451005221252754 0 0
"lucky" 0 0 0.0115669339913634 0.00571735675162659 0.0109176927276036 0.00844364803122273 0 0.00186709983382811 0
"mister" 0 0 0 0 0 0 0.0398966157262051 0.00560129950148434 0.00132292631300437
"nantwich" 0 0 0 0.0308737264587836 0 0 0 0 0
"natural" 0 0.00411709004075919 0.00385564466378779 0.00571735675162659 0.00363923090920119 0.0103200142603833 0.00173463546635675 0.00373419966765623 0.0039687789390131
"negatives" 0 0 0 0 0.031540001213077 0 0 0 0.00132292631300437
"palm" 0 0.00411709004075919 0 0.00914777080260254 0.00727846181840238 0 0.00867317733178373 0.00933549916914057 0.00264585262600873
"partly" 0 0.00823418008151838 0.00385564466378779 0.00343041405097595 0.00970461575786984 0.00562909868748182 0.00693854186542698 0.00186709983382811 0.00264585262600873
"presently" 0 0 0 0.0102912421529279 0.00363923090920119 0.0140727467187046 0 0 0
"pretend" 0.0176087339320303 0.0123512701222776 0.00385564466378779 0.00114347135032532 0 0.00656728180206213 0.00693854186542698 0 0.00793755787802619
"printed" 0 0 0.0115669339913634 0.00228694270065064 0.00606538484866865 0.00281454934374091 0.00693854186542698 0.00933549916914057 0.00661463156502183
"proved" 0 0.0164683601630368 0 0.00114347135032532 0.013343846667071 0.00281454934374091 0 0.00186709983382811 0.00926048419103056
"pulling" 0.00704349357281212 0 0 0.0102912421529279 0.00970461575786984 0.00187636622916061 0.00693854186542698 0 0.00264585262600873
"repeated" 0 0.00823418008151838 0.0154225786551511 0.00343041405097595 0.00485230787893492 0.00844364803122273 0 0.00186709983382811 0.00529170525201746
"rotten" 0 0 0 0 0.00606538484866865 0.0197018454061864 0 0 0.00132292631300437
"rudi" 0.0950871632329636 0 0 0 0 0 0 0 0
"rug" 0 0 0 0.0160085989045544 0.00606538484866865 0.000938183114580304 0 0.00746839933531246 0.0039687789390131
"sensible" 0.00704349357281212 0 0 0.00914777080260254 0.00849153878813611 0.00281454934374091 0.00520390639907024 0.00373419966765623 0.00264585262600873
"shocked" 0.0211304807184363 0.00823418008151838 0.0308451573103023 0.00228694270065064 0 0.00375273245832122 0.00346927093271349 0.00186709983382811 0.00264585262600873
"simmons" 0.0950871632329636 0 0 0 0 0 0 0 0
"space" 0 0 0 0.00800429945227722 0.00363923090920119 0.0112581973749636 0.00346927093271349 0.00186709983382811 0.00264585262600873
"tetanus" 0 0 0 0 0 0 0.0468351575916321 0 0
"thomas" 0 0 0 0.00343041405097595 0.00849153878813611 0 0 0.00560129950148434 0.0185209683820611
"underneath" 0.00704349357281212 0 0 0.0102912421529279 0.0109176927276036 0.00562909868748182 0 0 0.00132292631300437
"voices" 0.00704349357281212 0.0164683601630368 0.00771128932757557 0.00686082810195191 0.00606538484866865 0.00375273245832122 0.00346927093271349 0.00373419966765623 0
"wrapped" 0 0.00411709004075919 0 0.00571735675162659 0.00485230787893492 0.00562909868748182 0.00520390639907024 0.00560129950148434 0.00661463156502183
"arrange" 0.00352174678640606 0.00823418008151838 0 0.00228694270065064 0.00727846181840238 0.00187636622916061 0.00520390639907024 0.00560129950148434 0.00926048419103056
"asleep" 0.00704349357281212 0.00411709004075919 0.0154225786551511 0.00686082810195191 0.00849153878813611 0.00281454934374091 0 0.00373419966765623 0.00132292631300437
"association" 0 0 0 0.00114347135032532 0 0.000938183114580304 0.00173463546635675 0.00186709983382811 0.029104378886096
"ate" 0.00352174678640606 0.00411709004075919 0.00385564466378779 0.00686082810195191 0.00606538484866865 0.00469091557290152 0.00520390639907024 0.00560129950148434 0.00132292631300437
"bound" 0 0 0 0.00686082810195191 0.00606538484866865 0.00844364803122273 0.00867317733178373 0 0.00132292631300437
"brush" 0 0.00411709004075919 0.00385564466378779 0 0.00242615393946746 0.00187636622916061 0.0329580738607782 0 0.00132292631300437
"cane" 0 0 0 0 0 0 0.0451005221252754 0 0
"cannot" 0 0.0370538103668327 0.0192782233189389 0.00343041405097595 0 0.00375273245832122 0 0.00373419966765623 0.0039687789390131
"carry" 0.00352174678640606 0 0.0231338679827267 0.00571735675162659 0.00485230787893492 0.00375273245832122 0.00346927093271349 0 0.00529170525201746
"cheerfully" 0.0105652403592182 0.00411709004075919 0 0.00686082810195191 0.0109176927276036 0.00281454934374091 0.00173463546635675 0 0.0039687789390131
"cheltenham" 0 0 0.0231338679827267 0.0194390129555304 0.00363923090920119 0 0 0 0
"collection" 0 0 0.00771128932757557 0.00343041405097595 0.0157700006065385 0.000938183114580304 0.00346927093271349 0.00186709983382811 0.00529170525201746
"cook" 0.0176087339320303 0.0164683601630368 0.00385564466378779 0.00343041405097595 0 0.00750546491664243 0.00346927093271349 0.00373419966765623 0.00132292631300437
"declared" 0 0 0 0.00114347135032532 0.00121307696973373 0.000938183114580304 0.013877083730854 0.00373419966765623 0.0171980420690568
"dozen" 0 0 0 0.00114347135032532 0.00363923090920119 0.00375273245832122 0.00346927093271349 0.00746839933531246 0.0158751157560524
"dream" 0 0.00411709004075919 0.0154225786551511 0 0.00121307696973373 0.0159491129478652 0 0.00186709983382811 0.00264585262600873
"drunk" 0 0 0.0269895126465145 0.0137216562039038 0.00242615393946746 0.00187636622916061 0.00173463546635675 0 0.00264585262600873
"due" 0 0.00411709004075919 0 0.0102912421529279 0.00970461575786984 0.00469091557290152 0.00173463546635675 0 0.00264585262600873
"enid" 0 0 0 0 0 0.0243927609790879 0 0 0
"exhibit" 0 0 0 0 0 0 0.0416312511925619 0 0.00264585262600873
"falling" 0 0 0 0.0102912421529279 0.00849153878813611 0.00844364803122273 0 0 0.00132292631300437
"ferrars" 0 0.107044341059739 0 0 0 0 0 0 0
"forlorn" 0 0 0 0.0262998410574823 0.00121307696973373 0.000938183114580304 0.00173463546635675 0 0
"frank" 0 0 0 0 0 0.00187636622916061 0.00173463546635675 0.00746839933531246 0.0251355999470829
"growled" 0 0 0 0.00114347135032532 0 0 0.013877083730854 0.00560129950148434 0.0185209683820611
"habit" 0 0.00823418008151838 0.0115669339913634 0.00571735675162659 0.00242615393946746 0.00562909868748182 0.00520390639907024 0.00373419966765623 0.0039687789390131
"happens" 0.00704349357281212 0.0123512701222776 0.0154225786551511 0.00228694270065064 0.00485230787893492 0.00281454934374091 0.00346927093271349 0.00373419966765623 0.00529170525201746
"husky" 0 0 0 0.021725955656181 0 0.00469091557290152 0 0.00373419966765623 0
"introduced" 0.00704349357281212 0.00411709004075919 0.0115669339913634 0.00914777080260254 0.00242615393946746 0.00281454934374091 0.00346927093271349 0.00373419966765623 0.0039687789390131
"kindly" 0 0.00411709004075919 0.0115669339913634 0 0 0.0187636622916061 0.00346927093271349 0 0
"king" 0 0.0411709004075919 0 0 0.0121307696973373 0.00281454934374091 0.00346927093271349 0.00186709983382811 0
"leaves" 0.00704349357281212 0.0247025402445551 0 0.00114347135032532 0.00121307696973373 0.00375273245832122 0.0104078127981405 0.00560129950148434 0.0039687789390131
"lock" 0.0211304807184363 0.0247025402445551 0.00385564466378779 0.00228694270065064 0.00970461575786984 0 0.00520390639907024 0 0
"lots" 0.00704349357281212 0 0.00771128932757557 0.00571735675162659 0 0.0140727467187046 0 0.00186709983382811 0.00132292631300437
"mail" 0 0.00411709004075919 0 0 0.00242615393946746 0 0.00520390639907024 0.0130696988367968 0.0171980420690568
"nasty" 0.00704349357281212 0 0.00771128932757557 0.00457388540130127 0.00727846181840238 0.00844364803122273 0.00173463546635675 0 0.00264585262600873
"patient" 0.00704349357281212 0.0288196302853143 0 0.00228694270065064 0.00121307696973373 0.0103200142603833 0 0 0.0039687789390131
"pfui" 0 0 0 0 0 0 0.00867317733178373 0.0242722978397655 0.0105834105040349
"plans" 0 0.00411709004075919 0.0154225786551511 0.00800429945227722 0.00363923090920119 0.00281454934374091 0 0.00186709983382811 0.00926048419103056
"princess" 0 0 0.00385564466378779 0 0 0.0234545778645076 0 0 0
"racine" 0 0 0 0 0 0 0 0.048544595679531 0
"reach" 0 0.0123512701222776 0.00771128932757557 0.00686082810195191 0.00606538484866865 0.00187636622916061 0.00693854186542698 0 0.00529170525201746
"regret" 0 0.00411709004075919 0 0.00114347135032532 0.00485230787893492 0.00938183114580304 0.00173463546635675 0.00186709983382811 0.0105834105040349
"rough" 0 0 0 0.0102912421529279 0.00970461575786984 0.00469091557290152 0.00173463546635675 0.00186709983382811 0.00264585262600873
"rydesdale" 0.0915654164465575 0 0 0 0 0 0 0 0
"shining" 0.00352174678640606 0.00823418008151838 0 0.00571735675162659 0.00970461575786984 0.00844364803122273 0 0 0.00132292631300437
"slept" 0 0.00411709004075919 0.00385564466378779 0.00686082810195191 0.00242615393946746 0.00469091557290152 0.00520390639907024 0.00933549916914057 0.0039687789390131
"softly" 0.0176087339320303 0.0164683601630368 0.00385564466378779 0.00228694270065064 0.00485230787893492 0.00938183114580304 0 0 0
"switch" 0.0246522275048424 0.00411709004075919 0 0.00800429945227722 0.00363923090920119 0 0.00173463546635675 0 0.00926048419103056
"wondering" 0.0105652403592182 0.00411709004075919 0.0115669339913634 0.00571735675162659 0.00727846181840238 0.000938183114580304 0.00173463546635675 0.00933549916914057 0.00132292631300437
"anxious" 0.0105652403592182 0.0123512701222776 0.00385564466378779 0.00800429945227722 0.00606538484866865 0.00562909868748182 0 0 0
"army" 0.0140869871456242 0 0.0115669339913634 0.00571735675162659 0.00485230787893492 0.00281454934374091 0.00346927093271349 0.00373419966765623 0.00264585262600873
"blame" 0 0 0 0.00343041405097595 0.00485230787893492 0.00656728180206213 0.00173463546635675 0.00933549916914057 0.00661463156502183
"built" 0.00352174678640606 0.00411709004075919 0.0115669339913634 0.00114347135032532 0.0109176927276036 0.00750546491664243 0.00173463546635675 0 0.00132292631300437
"bullet" 0.0140869871456242 0 0 0.00571735675162659 0.0181961545460059 0 0.00173463546635675 0 0
"calls" 0 0 0 0.00571735675162659 0.00485230787893492 0.00187636622916061 0.00346927093271349 0.00746839933531246 0.0105834105040349
"cards" 0 0 0.0231338679827267 0.0114347135032532 0.00121307696973373 0 0.0104078127981405 0 0.00264585262600873
"chest" 0 0 0 0.0125781848535785 0.00727846181840238 0.00187636622916061 0 0.00373419966765623 0.00529170525201746
"collect" 0 0 0 0.0114347135032532 0.00606538484866865 0.00187636622916061 0.0104078127981405 0 0.00264585262600873
"committed" 0 0.00823418008151838 0 0.00228694270065064 0 0 0.00173463546635675 0.0205380981721093 0.0119063368170393
"conference" 0 0 0 0.00114347135032532 0.00121307696973373 0 0.00173463546635675 0.0224051980059374 0.0132292631300437
"contents" 0.00352174678640606 0.00411709004075919 0 0.00228694270065064 0.00727846181840238 0.000938183114580304 0.013877083730854 0 0.00793755787802619
"cost" 0 0.00411709004075919 0.00385564466378779 0.00114347135032532 0.00606538484866865 0.00844364803122273 0.00346927093271349 0.00373419966765623 0.00529170525201746
"cupboard" 0.0246522275048424 0 0.0154225786551511 0.00114347135032532 0.00363923090920119 0.00187636622916061 0.0121424482644972 0.00186709983382811 0
"department" 0 0 0 0.00228694270065064 0.0109176927276036 0.000938183114580304 0.00173463546635675 0.00560129950148434 0.0119063368170393
"doorway" 0.0140869871456242 0.020585450203796 0.00771128932757557 0.00228694270065064 0.00363923090920119 0.00562909868748182 0.00346927093271349 0.00186709983382811 0
"dysart" 0 0 0 0 0.0303269242433432 0 0 0 0
"emma" 0.0845219228737454 0.00411709004075919 0 0 0 0 0 0 0
"enemy" 0 0 0.0115669339913634 0.00571735675162659 0.00242615393946746 0.00656728180206213 0 0.00186709983382811 0.00926048419103056
"enormous" 0.00352174678640606 0 0.00385564466378779 0.00343041405097595 0.00849153878813611 0.0112581973749636 0 0 0.00132292631300437
"entrance" 0 0 0 0.00343041405097595 0 0.00187636622916061 0.00520390639907024 0.00933549916914057 0.0158751157560524
"escape" 0.00352174678640606 0.0164683601630368 0 0.00686082810195191 0.00606538484866865 0.00656728180206213 0 0 0.00264585262600873
"false" 0.0211304807184363 0 0.0231338679827267 0.00457388540130127 0.00606538484866865 0 0.00346927093271349 0 0.00264585262600873
"forgot" 0.0176087339320303 0.00411709004075919 0.0115669339913634 0.00228694270065064 0.00363923090920119 0.00750546491664243 0 0 0.0039687789390131
"gap" 0 0 0 0.0171520702548798 0.00849153878813611 0.000938183114580304 0.00173463546635675 0 0.00132292631300437
"gradually" 0 0 0 0.00914777080260254 0.0145569236368048 0.00281454934374091 0.00346927093271349 0 0
"group" 0.00352174678640606 0 0.0115669339913634 0.0171520702548798 0.00242615393946746 0 0.00173463546635675 0.00373419966765623 0.00132292631300437
"houses" 0.00704349357281212 0.00823418008151838 0.0115669339913634 0.00228694270065064 0.00363923090920119 0.00844364803122273 0.00520390639907024 0.00186709983382811 0
"hurried" 0.00704349357281212 0.0123512701222776 0.0154225786551511 0.00686082810195191 0.00121307696973373 0.00844364803122273 0 0 0
"kissed" 0 0.00411709004075919 0 0.0102912421529279 0.00121307696973373 0.0131345636041243 0 0 0
"land" 0 0 0.00385564466378779 0.00686082810195191 0.0181961545460059 0.000938183114580304 0.00173463546635675 0 0.00132292631300437
"lip" 0 0 0 0.00228694270065064 0.0109176927276036 0.000938183114580304 0.00867317733178373 0.00746839933531246 0.00529170525201746
"loud" 0.0105652403592182 0 0 0.00228694270065064 0.00485230787893492 0.00469091557290152 0.00867317733178373 0.00186709983382811 0.00661463156502183
"maud" 0 0 0 0 0 0 0 0.0466774958457029 0
"negro" 0 0 0 0 0 0 0 0.0466774958457029 0
"nerves" 0 0.00411709004075919 0 0.00571735675162659 0.00606538484866865 0.00375273245832122 0.00693854186542698 0.00373419966765623 0.00529170525201746
"newspapers" 0.00352174678640606 0.00411709004075919 0.0424120913016656 0 0.00242615393946746 0 0.00520390639907024 0.00560129950148434 0.00529170525201746
"p" 0.0211304807184363 0.00411709004075919 0.00771128932757557 0.00228694270065064 0.00121307696973373 0.000938183114580304 0.00173463546635675 0.00186709983382811 0.0132292631300437
"per" 0 0 0 0.00228694270065064 0.0181961545460059 0 0.00346927093271349 0 0.00793755787802619
"properly" 0.00352174678640606 0 0 0.00800429945227722 0.00849153878813611 0.00281454934374091 0.00867317733178373 0.00186709983382811 0.00132292631300437
"river" 0.00352174678640606 0 0.00385564466378779 0.00571735675162659 0 0.00656728180206213 0.00693854186542698 0.00560129950148434 0.00529170525201746
"rolled" 0.00352174678640606 0.00411709004075919 0 0.00914777080260254 0.0109176927276036 0 0.00346927093271349 0.00186709983382811 0.0039687789390131
"shortly" 0 0.00411709004075919 0 0.00343041405097595 0.00606538484866865 0.000938183114580304 0.00693854186542698 0.0149367986706249 0.0039687789390131
"signed" 0.00352174678640606 0 0.0115669339913634 0.00343041405097595 0.00121307696973373 0.000938183114580304 0.00346927093271349 0.00560129950148434 0.014552189443048
"slipped" 0.0105652403592182 0.00411709004075919 0 0.0102912421529279 0.00242615393946746 0.00562909868748182 0.00520390639907024 0.00186709983382811 0
"sooner" 0 0 0 0.00228694270065064 0.00242615393946746 0.00375273245832122 0.00693854186542698 0.0112025990029687 0.00926048419103056
"splendid" 0 0 0 0.00571735675162659 0.00727846181840238 0.0121963804895439 0 0.00186709983382811 0
"swept" 0 0 0 0.00800429945227722 0.00485230787893492 0.0103200142603833 0.00520390639907024 0 0
"theory" 0.0105652403592182 0.0164683601630368 0 0.00114347135032532 0.00485230787893492 0.000938183114580304 0.00520390639907024 0.00373419966765623 0.00926048419103056
"thora" 0 0 0.0963911165946946 0 0 0 0 0 0
"thoughts" 0 0.0164683601630368 0.00385564466378779 0.00343041405097595 0.00363923090920119 0.0121963804895439 0 0 0.00132292631300437
"tiny" 0 0 0 0.00571735675162659 0.0157700006065385 0.00375273245832122 0 0 0.0039687789390131
"toward" 0 0 0 0 0.00121307696973373 0 0.00520390639907024 0.00560129950148434 0.0238126736340786
"typed" 0 0 0.0308451573103023 0.00228694270065064 0.00485230787893492 0 0.00173463546635675 0.00373419966765623 0.0105834105040349
"unhappy" 0 0 0.00385564466378779 0 0.00121307696973373 0.021578211635347 0 0 0
"wet" 0.0246522275048424 0.00411709004075919 0.0115669339913634 0.00571735675162659 0.00485230787893492 0.000938183114580304 0.00520390639907024 0 0.00132292631300437
"zanna" 0 0 0 0 0.0303269242433432 0 0 0 0
"advice" 0 0.0123512701222776 0 0.00686082810195191 0.00485230787893492 0.00375273245832122 0 0.00186709983382811 0.00793755787802619
"allowed" 0 0.00823418008151838 0 0.00800429945227722 0.00121307696973373 0.00938183114580304 0.00173463546635675 0 0.0039687789390131
"announced" 0.0246522275048424 0.00411709004075919 0 0.00228694270065064 0.00121307696973373 0.00187636622916061 0.00867317733178373 0.00373419966765623 0.00529170525201746
"answers" 0.00704349357281212 0 0.00771128932757557 0.00686082810195191 0 0.00187636622916061 0 0.0149367986706249 0.00529170525201746
"appointment" 0 0 0 0.00114347135032532 0.00485230787893492 0.00187636622916061 0.00346927093271349 0.0186709983382811 0.00661463156502183
"ashamed" 0.00352174678640606 0.00411709004075919 0.00771128932757557 0.00228694270065064 0 0.0140727467187046 0.00173463546635675 0 0.00264585262600873
"beauty" 0 0 0.00385564466378779 0.00228694270065064 0.00121307696973373 0.0159491129478652 0.00173463546635675 0 0.00264585262600873
"bend" 0 0 0 0.0228694270065064 0.00363923090920119 0 0 0 0.00132292631300437
"blurted" 0 0 0 0.00114347135032532 0 0.00281454934374091 0.0156117191972107 0.0112025990029687 0.00661463156502183
"bringing" 0.0140869871456242 0.00411709004075919 0 0.00343041405097595 0.00727846181840238 0.00281454934374091 0.00520390639907024 0.00186709983382811 0.0039687789390131
"burst" 0.00352174678640606 0.00823418008151838 0 0.00800429945227722 0.00242615393946746 0.00656728180206213 0.00520390639907024 0 0.00264585262600873
"cat" 0.0281739742912485 0 0.0231338679827267 0.00343041405097595 0.00242615393946746 0.00375273245832122 0.00173463546635675 0 0
"cheney" 0 0 0 0 0 0 0 0 0.0317502315121048
"confound" 0 0 0 0 0 0 0.0121424482644972 0.016803898504453 0.0105834105040349
"contact" 0.0105652403592182 0 0.00385564466378779 0.00343041405097595 0.00242615393946746 0.00187636622916061 0.00693854186542698 0.00933549916914057 0.00529170525201746
"counter" 0 0 0.0385564466378779 0.00457388540130127 0.00970461575786984 0 0.00346927093271349 0 0
"director" 0 0 0 0 0.00121307696973373 0 0 0.016803898504453 0.0185209683820611
"disappeared" 0.00704349357281212 0.00411709004075919 0.00771128932757557 0.00914777080260254 0.00606538484866865 0.000938183114580304 0.00346927093271349 0 0.0039687789390131
"disappointed" 0.00352174678640606 0.00411709004075919 0.00385564466378779 0.00686082810195191 0.00363923090920119 0.00750546491664243 0.00346927093271349 0.00373419966765623 0
"discover" 0 0.0329367203260735 0.0115669339913634 0.00457388540130127 0.00242615393946746 0.00187636622916061 0 0 0.00661463156502183
"doncaster" 0 0 0.0848241826033313 0 0.00242615393946746 0 0 0 0
"drop" 0.00352174678640606 0 0 0.00228694270065064 0.00242615393946746 0.00469091557290152 0.0104078127981405 0.00373419966765623 0.00793755787802619
"eh" 0.00352174678640606 0.00411709004075919 0.0269895126465145 0.00343041405097595 0.00242615393946746 0.00938183114580304 0 0 0
"elevator" 0 0 0 0 0 0 0.00693854186542698 0.016803898504453 0.014552189443048
"eventually" 0.00352174678640606 0 0 0.00457388540130127 0.0157700006065385 0.000938183114580304 0.00346927093271349 0.00186709983382811 0.00264585262600873
"everywhere" 0.00352174678640606 0 0.00385564466378779 0.00343041405097595 0.00606538484866865 0.00656728180206213 0.00520390639907024 0.00186709983382811 0.0039687789390131
"exclaimed" 0 0.020585450203796 0 0.00686082810195191 0.00727846181840238 0.00187636622916061 0.00867317733178373 0 0
"familiar" 0.00352174678640606 0 0 0.0125781848535785 0.00363923090920119 0.00469091557290152 0.00346927093271349 0.00186709983382811 0.00132292631300437
"grin" 0 0 0 0.00800429945227722 0.00485230787893492 0.00281454934374091 0.00520390639907024 0.00933549916914057 0.00264585262600873
"grown" 0 0 0 0.00571735675162659 0.00242615393946746 0.0121963804895439 0 0.00560129950148434 0.00132292631300437
"hang" 0 0 0 0.00228694270065064 0.00242615393946746 0.00562909868748182 0.00693854186542698 0.00933549916914057 0.00661463156502183
"heads" 0.00352174678640606 0.00823418008151838 0.00385564466378779 0.00800429945227722 0.00363923090920119 0.000938183114580304 0.00520390639907024 0.00746839933531246 0.00264585262600873
"higher" 0 0 0 0.00457388540130127 0.00970461575786984 0.00750546491664243 0.00173463546635675 0 0.0039687789390131
"hole" 0 0 0 0.00457388540130127 0.00242615393946746 0.00187636622916061 0.0156117191972107 0.00933549916914057 0.00264585262600873
"insisted" 0 0.00411709004075919 0 0.00343041405097595 0.00485230787893492 0.00469091557290152 0.00346927093271349 0.00933549916914057 0.00529170525201746
"join" 0.0105652403592182 0 0 0.00914777080260254 0.00363923090920119 0.00375273245832122 0.00173463546635675 0.00560129950148434 0.00264585262600873
"joined" 0.00352174678640606 0.0164683601630368 0.00385564466378779 0.00114347135032532 0.00606538484866865 0.00375273245832122 0.00520390639907024 0.00186709983382811 0.00529170525201746
"level" 0 0 0 0.00686082810195191 0.0109176927276036 0.00187636622916061 0.00173463546635675 0.00186709983382811 0.00661463156502183
"liverpool" 0 0.0411709004075919 0 0.0137216562039038 0.00242615393946746 0 0 0 0
"manage" 0.00352174678640606 0.00411709004075919 0.00385564466378779 0.00228694270065064 0.00849153878813611 0.00656728180206213 0.00173463546635675 0.00746839933531246 0
"meal" 0.00352174678640606 0 0 0.00114347135032532 0.00242615393946746 0.00375273245832122 0.00867317733178373 0.00560129950148434 0.0105834105040349
"nursery" 0 0.00411709004075919 0 0.00114347135032532 0.00121307696973373 0.0178254791770258 0.00346927093271349 0 0
"occurred" 0 0.0123512701222776 0 0.00114347135032532 0.00485230787893492 0.00469091557290152 0.00520390639907024 0.00373419966765623 0.00793755787802619
"official" 0 0 0.00385564466378779 0.00800429945227722 0.00606538484866865 0.000938183114580304 0.00173463546635675 0.00560129950148434 0.00793755787802619
"owners" 0 0 0 0.0171520702548798 0.00727846181840238 0.000938183114580304 0.00173463546635675 0 0.00132292631300437
"paddocks" 0.0845219228737454 0 0 0 0 0 0 0 0
"penn" 0 0 0 0.0274433124078076 0 0 0 0 0
"persons" 0 0.00411709004075919 0.00385564466378779 0 0.0145569236368048 0 0.00520390639907024 0.00186709983382811 0.00793755787802619
"pink" 0.00704349357281212 0 0.00771128932757557 0.00571735675162659 0.00485230787893492 0.00844364803122273 0 0.00186709983382811 0.00132292631300437
"presence" 0.00352174678640606 0.00823418008151838 0 0.00228694270065064 0.00121307696973373 0.00656728180206213 0.00867317733178373 0.00186709983382811 0.00661463156502183
"prince" 0 0 0 0.0194390129555304 0 0.00656728180206213 0 0 0
"protection" 0 0 0 0.0205824843058557 0.00363923090920119 0.000938183114580304 0 0.00186709983382811 0.00132292631300437
"rain" 0.0140869871456242 0 0 0.0194390129555304 0.00121307696973373 0 0.00173463546635675 0 0.00132292631300437
"sad" 0.0176087339320303 0.0123512701222776 0 0.00343041405097595 0.00485230787893492 0.00562909868748182 0.00346927093271349 0.00186709983382811 0
"satisfaction" 0 0.00823418008151838 0.00385564466378779 0.00571735675162659 0.00970461575786984 0.00187636622916061 0.00520390639907024 0.00373419966765623 0.00132292631300437
"sentence" 0.00352174678640606 0.00411709004075919 0 0.00457388540130127 0.00242615393946746 0.00469091557290152 0 0.00560129950148434 0.0105834105040349
"shelf" 0.00352174678640606 0 0.0115669339913634 0.00114347135032532 0.00485230787893492 0.000938183114580304 0.0104078127981405 0.00373419966765623 0.00793755787802619
"sigh" 0.00704349357281212 0.00823418008151838 0 0 0.00363923090920119 0.0112581973749636 0.00520390639907024 0 0.00264585262600873
"slow" 0 0 0.00771128932757557 0.0102912421529279 0.00242615393946746 0.00281454934374091 0.00173463546635675 0.00933549916914057 0.00264585262600873
"spring" 0 0 0 0.00914777080260254 0.00606538484866865 0.00656728180206213 0.00346927093271349 0 0.00264585262600873
"staff" 0 0 0 0.00457388540130127 0.00606538484866865 0.000938183114580304 0.00346927093271349 0.0186709983382811 0.00264585262600873
"stomach" 0 0.00411709004075919 0 0.0102912421529279 0.0109176927276036 0.000938183114580304 0.00693854186542698 0 0
"stranger" 0 0.020585450203796 0.0192782233189389 0.00228694270065064 0.00121307696973373 0.00656728180206213 0.00173463546635675 0 0.0039687789390131
"successful" 0.00704349357281212 0.00823418008151838 0.00385564466378779 0 0.00606538484866865 0.0103200142603833 0.00346927093271349 0 0.00132292631300437
"suspicious" 0 0.00823418008151838 0.0192782233189389 0.00228694270065064 0.00606538484866865 0.00187636622916061 0.00867317733178373 0 0.0039687789390131
"swear" 0.00352174678640606 0.0123512701222776 0 0.00571735675162659 0.00121307696973373 0.00656728180206213 0.00346927093271349 0.00746839933531246 0.00132292631300437
"thoroughly" 0 0 0 0.00571735675162659 0.00606538484866865 0.00656728180206213 0.00346927093271349 0.00186709983382811 0.00529170525201746
"tidy" 0 0.00411709004075919 0.0115669339913634 0.00800429945227722 0.0145569236368048 0.000938183114580304 0 0 0
