"Christie_murder_is_announced" "Christie_murder_of_rodger_ackroyd" "Christie_the_ABC_murders" "Francis_dead_cert" "Francis_odds_against" "M.Westmacott_giants_bread" "Stout_black_orchids" "Stout_right_to_die" "Stout_the_silent_speaker"
"behind" 0.0422609614368727 0.0329367203260735 0.053979025293029 0.0766125804717963 0.0618669254564202 0.0337745921248909 0.0346927093271349 0.00746839933531246 0.0343960841381135
"matter" 0.0140869871456242 0.0535221705298695 0.0385564466378779 0.0160085989045544 0.0242615393946746 0.0872510296559682 0.0416312511925619 0.0242722978397655 0.0608546103982008
"across" 0.0281739742912485 0.0164683601630368 0.0347008019740901 0.0777560518221216 0.0703584642445563 0.03096004278115 0.0433658866589186 0.0205380981721093 0.0264585262600873
"call" 0.0316957210776545 0.0658734406521471 0.0231338679827267 0.0228694270065064 0.0145569236368048 0.0318982258957303 0.0468351575916321 0.126962788700312 0.0568858314591877
"big" 0.0457827082232787 0.00411709004075919 0.0347008019740901 0.0548866248156152 0.0679323103050889 0.0234545778645076 0.0451005221252754 0.0522787953471872 0.0370419367641222
"gone" 0.0422609614368727 0.0494050804891103 0.00385564466378779 0.0343041405097595 0.0594407715169527 0.0440946063852743 0.0416312511925619 0.0336077970089061 0.054239978833179
"help" 0.0493044550096848 0.0411709004075919 0.0655459592843923 0.0457388540130127 0.0327530781828107 0.021578211635347 0.0416312511925619 0.0765510931869527 0.0476253472681572
"desk" 0.00704349357281212 0.0411709004075919 0.0115669339913634 0.0320171978091089 0.0473100018196155 0.00187636622916061 0.0780585959860535 0.0933549916914057 0.068792168276227
"kraye" 0 0 0 0 0.279007703038758 0 0 0 0
"while" 0.0176087339320303 0.020585450203796 0.0269895126465145 0.072038695070495 0.0521623096985504 0.021578211635347 0.0381619802598484 0.0541458951810153 0.0436565683291441
"blacklock" 0.806480014086987 0 0 0 0 0 0 0 0
"open" 0.0950871632329636 0.0823418008151838 0.0308451573103023 0.0525996821149646 0.0436707709104143 0.0150109298332849 0.0555083349234158 0.0280064975074217 0.0370419367641222
"kind" 0.0457827082232787 0.0535221705298695 0.0886798272671191 0.00571735675162659 0.0121307696973373 0.100385593260092 0.0329580738607782 0.0354748968427342 0.0238126736340786
"later" 0.0493044550096848 0.0494050804891103 0.0886798272671191 0.021725955656181 0.0327530781828107 0.0365891414686318 0.0520390639907024 0.0597471946824997 0.039687789390131
"rather" 0.0528262017960909 0.0123512701222776 0.0501233806292412 0.0274433124078076 0.0181961545460059 0.113520156864217 0.013877083730854 0.0261393976735936 0.014552189443048
"began" 0.0422609614368727 0.0370538103668327 0.0347008019740901 0.0857603512743988 0.0618669254564202 0.0384655076977925 0.0225502610626377 0.00560129950148434 0.0119063368170393
"clock" 0.0422609614368727 0.0535221705298695 0.0462677359654534 0.0125781848535785 0.0194092315157397 0.00562909868748182 0.0607122413224861 0.125095688866484 0.0635004630242096
"myself" 0.0352174678640606 0.0535221705298695 0.0308451573103023 0.0628909242678925 0.0388184630314793 0.0272073103228288 0.0364273447934916 0.0410761963442185 0.039687789390131
"stopped" 0.0563479485824969 0.0247025402445551 0.053979025293029 0.0388780259110608 0.0327530781828107 0.0281454934374091 0.0693854186542698 0.0429432961780466 0.039687789390131
"until" 0.0281739742912485 0.0452879904483511 0.0501233806292412 0.0617474529175671 0.0376053860617456 0.00469091557290152 0.0381619802598484 0.0765510931869527 0.0449794946421484
"along" 0.0211304807184363 0.0288196302853143 0.0269895126465145 0.0663213383188684 0.0691453872748226 0.0253309440936682 0.0485697930579889 0.0149367986706249 0.0238126736340786
"few" 0.0563479485824969 0.0535221705298695 0.0886798272671191 0.046882325363338 0.0424576939406805 0.0328364090103106 0.0242848965289944 0.0522787953471872 0.014552189443048
"lot" 0.0704349357281212 0.0247025402445551 0.0886798272671191 0.050312739414314 0.0509492327288166 0.0403418739269531 0.0121424482644972 0.0354748968427342 0.0158751157560524
"shook" 0.00704349357281212 0.0494050804891103 0.0771128932757557 0.0274433124078076 0.0436707709104143 0.0253309440936682 0.0503044285243456 0.0541458951810153 0.0489482735811615
"against" 0.0246522275048424 0.0329367203260735 0.0347008019740901 0.0697517523698444 0.0400315400012131 0.03096004278115 0.0398966157262051 0.00746839933531246 0.0489482735811615
"under" 0.0105652403592182 0.0164683601630368 0.0192782233189389 0.0285867837581329 0.044883847880148 0.0394036908123728 0.0607122413224861 0.0261393976735936 0.0648233893372139
"life" 0.0493044550096848 0.0288196302853143 0.0115669339913634 0.0320171978091089 0.0363923090920119 0.0985092270309319 0.0156117191972107 0.0112025990029687 0.014552189443048
"ackroyd" 0 0.872823088640949 0 0 0 0 0 0 0
"its" 0.00352174678640606 0.0329367203260735 0 0.0640343956182178 0.0533753866682841 0.0375273245832122 0.0242848965289944 0.0242722978397655 0.0476253472681572
"believe" 0.063391442155309 0.0905759808967022 0.0578346699568168 0.0171520702548798 0.031540001213077 0.0422182401561137 0.0294888029280647 0.0578800948486716 0.029104378886096
"both" 0.0176087339320303 0.0370538103668327 0.0192782233189389 0.0445953826626874 0.0533753866682841 0.0459709726144349 0.0242848965289944 0.0354748968427342 0.0357190104511179
"doing" 0.0457827082232787 0.020585450203796 0.0269895126465145 0.0274433124078076 0.0509492327288166 0.0422182401561137 0.0416312511925619 0.0298735973412498 0.0436565683291441
"idea" 0.063391442155309 0.086458890855943 0.0732572486119679 0.0240128983568317 0.0242615393946746 0.0300218596665697 0.0312234383944214 0.0336077970089061 0.0555629051461834
"love" 0.0352174678640606 0.0411709004075919 0.00385564466378779 0.0262998410574823 0.0121307696973373 0.126654720468341 0.013877083730854 0.00560129950148434 0.0105834105040349
"soon" 0.0422609614368727 0.0494050804891103 0.0385564466378779 0.0400214972613861 0.0424576939406805 0.052538254416497 0.0364273447934916 0.0242722978397655 0.0185209683820611
"hands" 0.0704349357281212 0.020585450203796 0.0424120913016656 0.0343041405097595 0.0363923090920119 0.0516000713019167 0.0225502610626377 0.0242722978397655 0.039687789390131
"killed" 0.059869695368903 0.0370538103668327 0.0655459592843923 0.0194390129555304 0.0109176927276036 0.0281454934374091 0.0121424482644972 0.121361489198827 0.0476253472681572
"past" 0.0493044550096848 0.0782247107744246 0.0385564466378779 0.0434519113123621 0.0303269242433432 0.0168872960624455 0.0503044285243456 0.0597471946824997 0.029104378886096
"ago" 0.063391442155309 0.0452879904483511 0.0385564466378779 0.0388780259110608 0.0388184630314793 0.0253309440936682 0.0468351575916321 0.065348494183984 0.0158751157560524
"such" 0.0352174678640606 0.0535221705298695 0.0154225786551511 0.0285867837581329 0.0424576939406805 0.0619200855623 0.0294888029280647 0.0149367986706249 0.0357190104511179
"called" 0.0493044550096848 0.0411709004075919 0.0424120913016656 0.0240128983568317 0.0291138472736095 0.0412800570415334 0.0364273447934916 0.0541458951810153 0.039687789390131
"started" 0.0528262017960909 0.00411709004075919 0.0616903146206046 0.025156369707157 0.0181961545460059 0.0121963804895439 0.088466408784194 0.048544595679531 0.0595316840851965
"boone" 0 0 0 0 0 0 0 0 0.268554041539886
"small" 0.0880436696601514 0.0576392605706287 0.107958050586058 0.046882325363338 0.0545884636380178 0.0272073103228288 0.0190809901299242 0.00933549916914057 0.00661463156502183
"understand" 0.0387392146504666 0.0576392605706287 0.0616903146206046 0.0285867837581329 0.0145569236368048 0.0666110011352016 0.00867317733178373 0.0522787953471872 0.0264585262600873
"six" 0.0457827082232787 0.020585450203796 0.0308451573103023 0.0377345545607355 0.0412446169709468 0.0197018454061864 0.0312234383944214 0.0597471946824997 0.0489482735811615
"whipple" 0 0 0 0 0 0 0 0.373419966765623 0
"suddenly" 0.0986089100193696 0.0370538103668327 0.0655459592843923 0.0377345545607355 0.0218353854552071 0.0722400998226834 0.0208156255962809 0.00186709983382811 0.00529170525201746
"letter" 0.0528262017960909 0.0535221705298695 0.231338679827267 0.0148651275542291 0.0363923090920119 0.0262691272082485 0.0277541674617079 0.00746839933531246 0.0251355999470829
"square" 0.61630568762106 0 0 0.00457388540130127 0.00485230787893492 0.00656728180206213 0.00173463546635675 0.00373419966765623 0.00661463156502183
"dear" 0.105652403592182 0.0535221705298695 0.0231338679827267 0.0171520702548798 0.0242615393946746 0.0910037621142895 0.0173463546635675 0.00186709983382811 0.00661463156502183
"happened" 0.0704349357281212 0.0247025402445551 0.0655459592843923 0.0423084399620368 0.0351792321222782 0.0290836765519894 0.0208156255962809 0.031740697175078 0.0370419367641222
"remember" 0.0845219228737454 0.0452879904483511 0.0732572486119679 0.0365910832104102 0.0291138472736095 0.0422182401561137 0.0225502610626377 0.0186709983382811 0.0251355999470829
"dead" 0.0528262017960909 0.0452879904483511 0.0809685379395435 0.0365910832104102 0.0242615393946746 0.0422182401561137 0.0277541674617079 0.0392090965103904 0.0198438946950655
"between" 0.0105652403592182 0.0329367203260735 0.0347008019740901 0.0434519113123621 0.0473100018196155 0.0272073103228288 0.0381619802598484 0.0429432961780466 0.0317502315121048
"kate" 0 0 0 0.219546499262461 0 0.00281454934374091 0 0 0
"used" 0.0246522275048424 0.0123512701222776 0.0308451573103023 0.0308737264587836 0.0533753866682841 0.0403418739269531 0.0277541674617079 0.0224051980059374 0.0463024209551528
"job" 0.0140869871456242 0.020585450203796 0.0231338679827267 0.0194390129555304 0.0642930793958877 0.0159491129478652 0.0624468767888428 0.0392090965103904 0.0463024209551528
"try" 0.0493044550096848 0.0164683601630368 0.0462677359654534 0.0285867837581329 0.0327530781828107 0.0197018454061864 0.0416312511925619 0.0354748968427342 0.0621775367112052
"twenty" 0.0246522275048424 0.0905759808967022 0.0231338679827267 0.0285867837581329 0.0230484624249409 0.0206400285207667 0.0433658866589186 0.0634813943501559 0.0436565683291441
"talk" 0.0387392146504666 0.0288196302853143 0.053979025293029 0.0137216562039038 0.0218353854552071 0.0534764375310773 0.0346927093271349 0.0504116955133591 0.0343960841381135
"afraid" 0.0352174678640606 0.0411709004075919 0.0616903146206046 0.0160085989045544 0.031540001213077 0.0769310153955849 0.013877083730854 0.0205380981721093 0.0171980420690568
"also" 0.0422609614368727 0.0411709004075919 0.053979025293029 0.0171520702548798 0.0291138472736095 0.0225163947499273 0.0346927093271349 0.0392090965103904 0.0661463156502183
"phone" 0.0281739742912485 0 0.0154225786551511 0.00914777080260254 0.00242615393946746 0.000938183114580304 0.0711200541206266 0.12882988853414 0.0754067998412488
"brooke" 0 0 0 0 0 0 0 0.352881868593514 0
"nurse" 0.0176087339320303 0 0.0231338679827267 0.00686082810195191 0.00727846181840238 0.15386203079117 0.00173463546635675 0.00186709983382811 0
"aunt" 0.0915654164465575 0 0.0347008019740901 0.0663213383188684 0.00242615393946746 0.0591055362185591 0.0312234383944214 0 0.0158751157560524
"hour" 0.0105652403592182 0.0329367203260735 0.00771128932757557 0.021725955656181 0.0327530781828107 0.0140727467187046 0.0485697930579889 0.0802852928546089 0.0568858314591877
"whole" 0.0140869871456242 0.0452879904483511 0.0269895126465145 0.0274433124078076 0.0691453872748226 0.0506618881873364 0.00693854186542698 0.0130696988367968 0.0264585262600873
"days" 0.0281739742912485 0.0247025402445551 0.0385564466378779 0.0525996821149646 0.0291138472736095 0.0422182401561137 0.0156117191972107 0.031740697175078 0.029104378886096
"keep" 0.0387392146504666 0.0288196302853143 0.00385564466378779 0.0308737264587836 0.031540001213077 0.0234545778645076 0.0416312511925619 0.0280064975074217 0.0674692419632227
"doesn" 0.0563479485824969 0.020585450203796 0.0578346699568168 0.0205824843058557 0.0291138472736095 0.0506618881873364 0.0121424482644972 0.0261393976735936 0.0410107157031353
"each" 0.0211304807184363 0.00823418008151838 0.0578346699568168 0.0320171978091089 0.0376053860617456 0.0619200855623 0.0190809901299242 0.00746839933531246 0.0277814525730917
"green" 0 0.00823418008151838 0.0115669339913634 0.0148651275542291 0.0121307696973373 0.128531086697502 0.0173463546635675 0.00186709983382811 0.0105834105040349
"probably" 0.0528262017960909 0.0164683601630368 0.0385564466378779 0.0148651275542291 0.0218353854552071 0.0178254791770258 0.0485697930579889 0.0896207920237495 0.0383648630771266
"afternoon" 0.0316957210776545 0.0452879904483511 0.0308451573103023 0.0285867837581329 0.0376053860617456 0.0121963804895439 0.0451005221252754 0.0373419966765623 0.0529170525201746
"archie" 0.0422609614368727 0 0 0 0 0 0.116220576245902 0.065348494183984 0.0912819155973012
"box" 0.0246522275048424 0.0123512701222776 0.0192782233189389 0.112060192331881 0.0570146175774853 0.00844364803122273 0.0173463546635675 0 0.00529170525201746
"having" 0.0176087339320303 0.0329367203260735 0.0115669339913634 0.0285867837581329 0.031540001213077 0.0356509583540515 0.0381619802598484 0.016803898504453 0.0621775367112052
"minute" 0.00352174678640606 0.0576392605706287 0.0385564466378779 0.0228694270065064 0.0169830775762722 0.052538254416497 0.0381619802598484 0.031740697175078 0.0383648630771266
"nodded" 0.00352174678640606 0.0535221705298695 0.0424120913016656 0.0171520702548798 0.0424576939406805 0.0206400285207667 0.0451005221252754 0.0802852928546089 0.0224897473210742
"best" 0.0176087339320303 0.00823418008151838 0.0154225786551511 0.0411649686117114 0.0266876933341421 0.0534764375310773 0.0277541674617079 0.0205380981721093 0.0383648630771266
"straight" 0.00704349357281212 0.0329367203260735 0.0115669339913634 0.0606039815672418 0.0545884636380178 0.0150109298332849 0.0242848965289944 0.0242722978397655 0.0370419367641222
"moment" 0.0493044550096848 0.0452879904483511 0.0154225786551511 0.0320171978091089 0.0181961545460059 0.0403418739269531 0.0260195319953512 0.0205380981721093 0.0529170525201746
"yet" 0.0105652403592182 0.0370538103668327 0.0269895126465145 0.0320171978091089 0.0376053860617456 0.0713019167081031 0.013877083730854 0.0130696988367968 0.014552189443048
"coming" 0.0387392146504666 0.0535221705298695 0.0347008019740901 0.0285867837581329 0.031540001213077 0.0469091557290152 0.0225502610626377 0.0186709983382811 0.029104378886096
"please" 0.0493044550096848 0.0535221705298695 0.0501233806292412 0.0320171978091089 0.0145569236368048 0.0253309440936682 0.0659161477215563 0.0261393976735936 0.0264585262600873
"does" 0.0352174678640606 0.0782247107744246 0.053979025293029 0.0125781848535785 0.0109176927276036 0.0347127752394712 0.0451005221252754 0.048544595679531 0.0343960841381135
"god" 0.00352174678640606 0 0 0.0102912421529279 0.0279007703038758 0.0666110011352016 0.0555083349234158 0.0298735973412498 0.0343960841381135
"boy" 0.0281739742912485 0.0164683601630368 0.0192782233189389 0.00343041405097595 0.0473100018196155 0.0910037621142895 0.00867317733178373 0.0186709983382811 0.00793755787802619
"point" 0.00352174678640606 0.0452879904483511 0 0.0285867837581329 0.0254746163644083 0.0300218596665697 0.0329580738607782 0.0616142945163278 0.0463024209551528
"these" 0.0422609614368727 0.0535221705298695 0.0655459592843923 0.0274433124078076 0.0351792321222782 0.0469091557290152 0.0173463546635675 0.00746839933531246 0.0224897473210742
"bill" 0.00704349357281212 0.00411709004075919 0 0.160085989045544 0.00363923090920119 0.000938183114580304 0.0121424482644972 0.00560129950148434 0.0238126736340786
"bracket" 0.61630568762106 0 0 0 0 0 0 0 0
"certainly" 0.0211304807184363 0.0164683601630368 0.0385564466378779 0.00800429945227722 0.0230484624249409 0.0131345636041243 0.0607122413224861 0.0634813943501559 0.0608546103982008
"getting" 0.00704349357281212 0.020585450203796 0.0115669339913634 0.0365910832104102 0.0400315400012131 0.0225163947499273 0.0468351575916321 0.0242722978397655 0.0476253472681572
"trying" 0.0246522275048424 0.0123512701222776 0.0308451573103023 0.0308737264587836 0.0169830775762722 0.0243927609790879 0.0503044285243456 0.0392090965103904 0.0529170525201746
"every" 0.0211304807184363 0.0288196302853143 0.0385564466378779 0.0434519113123621 0.0509492327288166 0.0347127752394712 0.00693854186542698 0.0224051980059374 0.0238126736340786
"paper" 0.0563479485824969 0.0247025402445551 0.0462677359654534 0.0560300961659406 0.0327530781828107 0.00844364803122273 0.0433658866589186 0.0261393976735936 0.0211668210080698
"almost" 0.0352174678640606 0.0411709004075919 0.0347008019740901 0.0365910832104102 0.0303269242433432 0.0450327894998546 0.0121424482644972 0.0224051980059374 0.0264585262600873
"arm" 0.0176087339320303 0.0123512701222776 0.0231338679827267 0.0400214972613861 0.0497361557590829 0.0121963804895439 0.0728546895869833 0.016803898504453 0.0251355999470829
"second" 0.0176087339320303 0.0123512701222776 0.0462677359654534 0.0457388540130127 0.031540001213077 0.0159491129478652 0.0346927093271349 0.0392090965103904 0.0383648630771266
"black" 0.0281739742912485 0.0411709004075919 0.0385564466378779 0.0514562107646393 0.0351792321222782 0.0150109298332849 0.0485697930579889 0.0336077970089061 0.0105834105040349
"bad" 0.0281739742912485 0.0370538103668327 0.0424120913016656 0.0285867837581329 0.0388184630314793 0.0422182401561137 0.0173463546635675 0.0149367986706249 0.0304273051991004
"many" 0.0281739742912485 0.0535221705298695 0.0385564466378779 0.0365910832104102 0.0424576939406805 0.0272073103228288 0.013877083730854 0.0373419966765623 0.0198438946950655
"murderer" 0.0176087339320303 0.107044341059739 0.154225786551511 0.00228694270065064 0 0 0.0190809901299242 0.0597471946824997 0.0714380209022357
"towards" 0.0176087339320303 0.0123512701222776 0.0308451573103023 0.0960515934273267 0.0460969248498817 0.0234545778645076 0.0121424482644972 0 0
"question" 0.00704349357281212 0.0452879904483511 0.0385564466378779 0.0205824843058557 0.0109176927276036 0.0243927609790879 0.0190809901299242 0.0877536921899214 0.0463024209551528
"sitting" 0.112695897164994 0.0288196302853143 0.0231338679827267 0.0228694270065064 0.0388184630314793 0.0243927609790879 0.0346927093271349 0.0186709983382811 0.0198438946950655
"street" 0.0105652403592182 0 0.0501233806292412 0.0160085989045544 0.0157700006065385 0.00938183114580304 0.0572429703897726 0.0560129950148434 0.068792168276227
"tried" 0.0387392146504666 0.0123512701222776 0.0192782233189389 0.0411649686117114 0.0279007703038758 0.0150109298332849 0.0364273447934916 0.0354748968427342 0.0449794946421484
"chapter" 0.0422609614368727 0.10292725101898 0.0462677359654534 0.021725955656181 0 0.0262691272082485 0.0555083349234158 0.00186709983382811 0.0502711998941659
"goodwin" 0 0 0 0 0 0 0.07458932505334 0.106424690528203 0.0859902103452838
"taken" 0.0246522275048424 0.0494050804891103 0.0347008019740901 0.0365910832104102 0.0218353854552071 0.0300218596665697 0.0225502610626377 0.0280064975074217 0.0357190104511179
"haven" 0.0387392146504666 0 0.0231338679827267 0.0240128983568317 0.0436707709104143 0.0300218596665697 0.0208156255962809 0.0466774958457029 0.0277814525730917
"world" 0.0211304807184363 0.0164683601630368 0.0115669339913634 0.0205824843058557 0.0230484624249409 0.0844364803122273 0.0190809901299242 0.00746839933531246 0.0105834105040349
"word" 0.0246522275048424 0.020585450203796 0.0231338679827267 0.021725955656181 0.0242615393946746 0.0422182401561137 0.0225502610626377 0.0522787953471872 0.0251355999470829
"already" 0.0246522275048424 0.0247025402445551 0.0115669339913634 0.0400214972613861 0.0363923090920119 0.0131345636041243 0.0329580738607782 0.031740697175078 0.039687789390131
"answer" 0.0246522275048424 0.0247025402445551 0.0385564466378779 0.0240128983568317 0.0194092315157397 0.03096004278115 0.0190809901299242 0.0522787953471872 0.0383648630771266
"hair" 0.0493044550096848 0.0164683601630368 0.0578346699568168 0.0308737264587836 0.0327530781828107 0.043156423270694 0.0156117191972107 0.0112025990029687 0.0171980420690568
"leave" 0.0316957210776545 0.0535221705298695 0.0269895126465145 0.0160085989045544 0.0242615393946746 0.0318982258957303 0.0381619802598484 0.0261393976735936 0.0370419367641222
"sent" 0.00352174678640606 0.0247025402445551 0.0424120913016656 0.0228694270065064 0.0363923090920119 0.0121963804895439 0.0589776058561293 0.0224051980059374 0.0449794946421484
"business" 0.0387392146504666 0.0329367203260735 0.0616903146206046 0.0308737264587836 0.0121307696973373 0.0412800570415334 0.0312234383944214 0.0205380981721093 0.0198438946950655
"craddock" 0.563479485824969 0 0 0 0 0 0 0 0
"dark" 0.0774784293009333 0.00823418008151838 0.0347008019740901 0.0628909242678925 0.0376053860617456 0.0187636622916061 0.00346927093271349 0.00933549916914057 0.0185209683820611
"race" 0 0 0.0115669339913634 0.120064491784158 0.0436707709104143 0.00562909868748182 0 0.016803898504453 0.00132292631300437
"sister" 0.0739566825145272 0.0823418008151838 0.0616903146206046 0.00914777080260254 0.00849153878813611 0.0619200855623 0.0294888029280647 0.00933549916914057 0
"need" 0.0176087339320303 0.0329367203260735 0.0308451573103023 0.0240128983568317 0.0351792321222782 0.0112581973749636 0.0173463546635675 0.082152392688437 0.029104378886096
"walked" 0.0211304807184363 0.0288196302853143 0.0269895126465145 0.0514562107646393 0.0545884636380178 0.0225163947499273 0.0104078127981405 0.0186709983382811 0.0119063368170393
"least" 0.00352174678640606 0.0247025402445551 0.00385564466378779 0.0228694270065064 0.0254746163644083 0.0281454934374091 0.0364273447934916 0.0336077970089061 0.0529170525201746
"shall" 0.0281739742912485 0.00823418008151838 0.0655459592843923 0.0148651275542291 0.013343846667071 0.0609819024477197 0.0190809901299242 0.0205380981721093 0.0264585262600873
"great" 0.0140869871456242 0.0535221705298695 0.0347008019740901 0.0285867837581329 0.0279007703038758 0.0581673531039788 0.00693854186542698 0.0130696988367968 0.0119063368170393
"hall" 0.0845219228737454 0.0741076207336654 0.0115669339913634 0.0137216562039038 0.0121307696973373 0.0103200142603833 0.0242848965289944 0.0634813943501559 0.039687789390131
"read" 0.0739566825145272 0.0370538103668327 0.0308451573103023 0.0160085989045544 0.0351792321222782 0.0225163947499273 0.0225502610626377 0.0336077970089061 0.0264585262600873
"wrong" 0.0105652403592182 0.0288196302853143 0.0655459592843923 0.0148651275542291 0.0291138472736095 0.0318982258957303 0.0277541674617079 0.0560129950148434 0.0158751157560524
"bit" 0.00704349357281212 0 0.0192782233189389 0.0388780259110608 0.0691453872748226 0.043156423270694 0.00867317733178373 0.00373419966765623 0.00529170525201746
"saying" 0.0211304807184363 0.0452879904483511 0.0308451573103023 0.0228694270065064 0.0169830775762722 0.0469091557290152 0.0225502610626377 0.031740697175078 0.0211668210080698
"sort" 0.0176087339320303 0.00823418008151838 0.0192782233189389 0.0377345545607355 0.0667192333353551 0.0347127752394712 0.0208156255962809 0.00186709983382811 0.00661463156502183
"spoke" 0.0211304807184363 0.0535221705298695 0.0385564466378779 0.0285867837581329 0.0121307696973373 0.03096004278115 0.0225502610626377 0.0373419966765623 0.0330731578251091
"week" 0.0105652403592182 0.0123512701222776 0.0154225786551511 0.0480257967136633 0.0412446169709468 0.0197018454061864 0.0346927093271349 0.0224051980059374 0.0211668210080698
"bed" 0.0246522275048424 0.0329367203260735 0.0115669339913634 0.0228694270065064 0.0339661551525444 0.0347127752394712 0.0208156255962809 0.0354748968427342 0.0264585262600873
"either" 0.0105652403592182 0.0247025402445551 0.00385564466378779 0.0274433124078076 0.0412446169709468 0.0150109298332849 0.0346927093271349 0.0429432961780466 0.0357190104511179
"death" 0.059869695368903 0.0782247107744246 0.0694016039481801 0.0388780259110608 0.00849153878813611 0.0168872960624455 0.0225502610626377 0.0280064975074217 0.014552189443048
"feel" 0.0140869871456242 0.00411709004075919 0.0269895126465145 0.0160085989045544 0.0194092315157397 0.0609819024477197 0.0173463546635675 0.031740697175078 0.0238126736340786
"nearly" 0.0105652403592182 0.0164683601630368 0 0.0411649686117114 0.0412446169709468 0.0187636622916061 0.0589776058561293 0.0186709983382811 0.014552189443048
"shut" 0.0493044550096848 0.0247025402445551 0.0115669339913634 0.0331606691594342 0.0327530781828107 0.00656728180206213 0.0364273447934916 0.0392090965103904 0.0317502315121048
"inside" 0.0105652403592182 0.0329367203260735 0.0347008019740901 0.0354476118600848 0.0533753866682841 0.0112581973749636 0.0346927093271349 0.0149367986706249 0.0211668210080698
"seabury" 0 0 0 0 0.183174622429793 0 0 0 0
"fact" 0.00704349357281212 0.0411709004075919 0.0347008019740901 0.0194390129555304 0.0242615393946746 0.0365891414686318 0.0260195319953512 0.0280064975074217 0.0304273051991004
"lodge" 0 0.00823418008151838 0 0.158942517695219 0 0.00750546491664243 0 0 0
"white" 0.0211304807184363 0.00823418008151838 0.0308451573103023 0.0297302551084583 0.031540001213077 0.0394036908123728 0.013877083730854 0.0541458951810153 0.00264585262600873
"feet" 0.00352174678640606 0.0288196302853143 0.0115669339913634 0.0445953826626874 0.0291138472736095 0.00750546491664243 0.0503044285243456 0.031740697175078 0.0264585262600873
"alone" 0.0281739742912485 0.020585450203796 0 0.025156369707157 0.0194092315157397 0.0318982258957303 0.0277541674617079 0.0242722978397655 0.0436565683291441
"nia" 0 0 0 0 0 0 0 0 0.194470168011642
"chico" 0 0 0 0 0.177109237581125 0 0 0 0
"exactly" 0.0528262017960909 0.0699905306929063 0.0694016039481801 0.0137216562039038 0.0266876933341421 0.021578211635347 0.0121424482644972 0.0242722978397655 0.0251355999470829
"moved" 0.0422609614368727 0.0329367203260735 0.0231338679827267 0.0102912421529279 0.0181961545460059 0.0243927609790879 0.0312234383944214 0.048544595679531 0.0343960841381135
"red" 0.0281739742912485 0.00823418008151838 0.0501233806292412 0.0320171978091089 0.0121307696973373 0.0290836765519894 0.0260195319953512 0.0410761963442185 0.0224897473210742
"road" 0 0.00823418008151838 0.0154225786551511 0.0800429945227722 0.07157154121429 0.0103200142603833 0 0 0
"glass" 0.00352174678640606 0.00823418008151838 0.00385564466378779 0.0205824843058557 0.0327530781828107 0.0103200142603833 0.0849971378514805 0.0410761963442185 0.0185209683820611
"meant" 0.0563479485824969 0.00411709004075919 0.0269895126465145 0.0274433124078076 0.0303269242433432 0.0394036908123728 0.0190809901299242 0.00746839933531246 0.0198438946950655
"person" 0.0810001760873393 0.0576392605706287 0.0771128932757557 0.0171520702548798 0.00727846181840238 0.0253309440936682 0.0208156255962809 0.016803898504453 0.0251355999470829
"standing" 0.0316957210776545 0.0123512701222776 0.0231338679827267 0.050312739414314 0.0218353854552071 0.0140727467187046 0.0416312511925619 0.00933549916914057 0.0277814525730917
"talking" 0.0563479485824969 0.0288196302853143 0.0347008019740901 0.0182955416052051 0.0242615393946746 0.0356509583540515 0.0104078127981405 0.0261393976735936 0.0238126736340786
"friend" 0.0493044550096848 0.10292725101898 0.0886798272671191 0.0205824843058557 0.00849153878813611 0.0272073103228288 0.0225502610626377 0.0112025990029687 0.0105834105040349
"herself" 0.0316957210776545 0.0164683601630368 0.00385564466378779 0.00686082810195191 0.00970461575786984 0.0881892127705486 0.0156117191972107 0.00933549916914057 0.00926048419103056
"says" 0.0457827082232787 0.0329367203260735 0.0269895126465145 0.0331606691594342 0.013343846667071 0.0412800570415334 0.0173463546635675 0.0130696988367968 0.0185209683820611
"show" 0.0140869871456242 0.0247025402445551 0.0154225786551511 0.0274433124078076 0.0194092315157397 0.0225163947499273 0.0624468767888428 0.0130696988367968 0.029104378886096
"hundred" 0 0.020585450203796 0.0154225786551511 0.0274433124078076 0.0254746163644083 0.0272073103228288 0.0277541674617079 0.0242722978397655 0.039687789390131
"telephone" 0.0176087339320303 0.0699905306929063 0.0269895126465145 0.0514562107646393 0.0388184630314793 0.00656728180206213 0.00693854186542698 0.0205380981721093 0.0185209683820611
"floor" 0.00704349357281212 0 0.0192782233189389 0.0148651275542291 0.0460969248498817 0.0131345636041243 0.0589776058561293 0.0410761963442185 0.0171980420690568
"hear" 0.0493044550096848 0.0452879904483511 0.0231338679827267 0.0308737264587836 0.0206223084854734 0.0234545778645076 0.013877083730854 0.0298735973412498 0.0224897473210742
"brought" 0.0457827082232787 0.0535221705298695 0.0192782233189389 0.0262998410574823 0.0230484624249409 0.0197018454061864 0.0208156255962809 0.0149367986706249 0.0343960841381135
"everyone" 0.059869695368903 0.0576392605706287 0.0616903146206046 0.0148651275542291 0.0230484624249409 0.0318982258957303 0.013877083730854 0.0149367986706249 0.014552189443048
"gunther" 0 0 0 0 0 0 0 0 0.185209683820611
"hewitt" 0 0 0 0 0 0 0.242848965289944 0 0
